x,y
0.2185755499818529,1.4371510999637058
0.22435716706692055,1.448714334133841
0.4992270689110683,1.9984541378221365
0.4011399567248132,1.8022799134496263
0.6280174637290514,2.256034927458103
0.316969796207456,1.633939592414912
0.24458106688289416,1.4891621337657883
0.1528171746446303,1.3056343492892606
0.9038335323822602,2.8076670647645203
0.4856481054889211,1.9712962109778422
0.04892281093996231,1.0978456218799246
0.9092417416778081,2.8184834833556165
0.16652605330580628,1.3330521066116126
0.2766395210289774,1.5532790420579548
0.3940180487861631,1.7880360975723262
0.13034349482871987,1.2606869896574397
0.6302256450306549,2.26045129006131
0.7101504330367022,2.4203008660734042
0.5781616480227766,2.156323296045553
0.01705027382441837,1.0341005476488367
0.09338931201102685,1.1867786240220537
0.5171420871490976,2.034284174298195
0.04572936610328082,1.0914587322065616
0.7412345100311601,2.4824690200623203
0.9945729901852991,2.989145980370598
0.3167134843910472,1.6334269687820944
0.46605233447747463,1.9321046689549493
0.23993068247449045,1.479861364948981
0.21685633335881505,1.43371266671763
0.16061270563544405,1.321225411270888
0.82262228094161,2.64524456188322
0.5793667478714679,2.158733495742936
0.3579910244843897,1.7159820489687794
0.7467575869788661,2.493515173957732
0.09747442788655314,1.1949488557731063
0.41155233156095095,1.823104663121902
0.7337205194874228,2.4674410389748456
0.7525553859485475,2.505110771897095
0.014870711036111706,1.0297414220722234
0.5414964210269914,2.082992842053983
0.2317441535513889,1.4634883071027778
0.26598745732029394,1.5319749146405879
0.39017213295302033,1.7803442659060407
0.06830608054501042,1.1366121610900208
0.4496300549136508,1.8992601098273016
0.5446793709585885,2.0893587419171773
0.15363931868868363,1.3072786373773673
0.02622900546397644,1.0524580109279529
0.4965592427608957,1.9931184855217914
0.7198143906913709,2.4396287813827415
0.38614086579292595,1.772281731585852
0.1514474586737452,1.3028949173474904
0.3299385273194747,1.6598770546389494
0.8081536884154541,2.616307376830908
0.6172790575939648,2.2345581151879297
0.5032896533294254,2.0065793066588506
0.6765984958493385,2.353196991698677
0.4440108679056456,1.8880217358112912
0.6369986117178909,2.2739972234357815
0.4265485040872359,1.8530970081744718
0.3788846492614105,1.757769298522821
0.6843401040582976,2.3686802081165954
0.16555044668654906,1.3311008933730981
0.050589647192805565,1.1011792943856111
0.12518857420210627,1.2503771484042125
0.4951941349983723,1.9903882699967446
0.6850445301561588,2.370089060312318
0.9065118741578704,2.8130237483157408
0.05248047607269701,1.104960952145394
0.2711662453383289,1.5423324906766578
0.7545266545810341,2.509053309162068
0.8064582537331623,2.6129165074663243
0.21073778642196928,1.4214755728439386
0.12571828109583216,1.2514365621916643
0.8295350969565927,2.6590701939131853
0.5259911045282706,2.051982209056541
0.14709013936704973,1.2941802787340995
0.8586276790170235,2.717255358034047
0.06512943419561068,1.1302588683912214
0.12167494704803283,1.2433498940960657
0.38102571800990337,1.7620514360198067
0.5117289818516126,2.0234579637032253
0.955986759120422,2.9119735182408437
0.7949363755239172,2.5898727510478343
0.4005511824958491,1.8011023649916982
0.8508792427180439,2.7017584854360877
0.9019130997667052,2.80382619953341
0.2279161646840927,1.4558323293681854
0.26799921909868707,1.5359984381973741
0.6569199701329843,2.313839940265969
0.8861995178300275,2.772399035660055
0.841821316103302,2.6836426322066043
0.7941620549750767,2.5883241099501535
0.18866778876976253,1.377335577539525
0.5897010894711674,2.179402178942335
0.09046148797215248,1.180922975944305
0.32467871997561837,1.6493574399512367
0.3504179380153084,1.7008358760306168
0.622960416890831,2.2459208337816623
0.00260365288623321,1.0052073057724664
